price_x,size,brand,category,text,0,1,2,3,4,5,6,7
39.0,12-14,ANIMALE ,top,ANIMALE - Linen blend top! 12-14,0.07164087993351921,0.0,0.011799982521816741,0.02486968446489462,0.0,0.025548182300520667,0.0,0.09292588997469046
29.0,10-12,ANIMALE ,top,ANIMALE - Red bolero top! 10-12,0.0,0.003952829728905298,0.0,0.013556179067188909,0.0011574588808256018,0.0006940471451179183,0.009902294202746909,0.007376225439958888
32.0,16,ANKO ,top,ANKO - Mustard cotton eyelet top! 16,0.12357175467855434,0.0,0.0,0.0,0.0,0.0,0.0,0.06802699703577583
20.0,12,ANKO ,jacket,ANKO - Rusty red bomber jacket! 12,0.0,0.0,0.00035485524124012835,0.0,0.1054133106593476,0.0,0.0,0.16541473010204083
69.0,10,ANNA THOMAS,coat,ANNA THOMAS (AU) Woven coat! 10,0.0,0.006976854580012467,0.0007667341333675446,0.023589291901309276,0.07819326211269766,0.0,0.0,0.13463035345948768
89.0,10-12,ANNAH S,dress,"ANNAH S ""Flipit"" Silk blend reversible wrap dress! 10-12",0.028668480407337247,0.001902161557858588,0.13849054254139267,0.03610118483229187,0.02364558839332716,0.010373752580363488,0.0632228726873889,0.0038381495487031896
59.0,12,ANNAH S ,dress,ANNAH S - Berry abstract chiffon dress! 12,0.0,0.0,0.01769361256946384,0.021251013152286866,0.0,0.0,0.011519394282173271,0.0
79.0,10,ANNAH S ,dress,ANNAH S - Chameleon wrap dress! 10,0.0005063460408377248,0.0,0.004273951882196227,0.0,0.002550219058720842,0.014324433033129809,0.004298894650781016,0.0003174847570832709
35.0,10-12,ANNAH S ,top,ANNAH S - Floral print & mesh top! 10-12,0.0,0.0,0.0033627418599969827,0.010067890574408883,0.001897005600714502,0.0,0.18935781376306088,0.0
49.0,10,ANNAH S ,dress,ANNAH S - Fringed vintage inspired dress! 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,10-12,ANNAH S ,bolero,ANNAH S - Green bolero! 10-12,0.05371761221169033,0.0,0.0,0.14336566143759136,0.0,0.0,0.0,0.0893223686157209
40.0,10-12,ANNAH S ,blouse,ANNAH S - Hi low blouse! 10-12,0.008027882849505395,0.001378197011865953,0.0,0.18613433886425254,0.006376926926754151,0.0,0.0007673740665995534,0.021238816302103
45.0,12,ANNAH S ,skirt,ANNAH S - Knit maxi skirt! 12,0.029823101814660743,0.0,0.0021250292019654097,0.0562691914763234,0.04844778268807815,0.004166663746144755,0.0,0.005050677530026994
45.0,10,ANNAH S ,coat,ANNAH S - Mesh petty coat! 10,0.01299243174672669,0.0,0.005131995961027761,0.22547166370684335,0.027359449307191266,0.0,0.0,0.012580069156974683
35.0,10,ANNAH S ,top,ANNAH S - Metallic thread cold shoulder top! 10,0.0,0.0,0.006179857968490167,0.01084144644173959,0.0049014670438993335,0.020261739800637217,0.0,0.0
32.0,10,ANNAH S ,tunic,ANNAH S - Pretty pink tiered tunic! 10,0.007284510716928996,0.0,0.005621979534326742,0.0013961178342273132,0.0031554042298861736,0.02331225375306339,0.013196596293492438,0.0034417601781215356
49.0,10,ANNAH S ,dress,ANNAH S - Rosette detail lace dress! 10,0.025196331887933604,0.0,0.009404756877116272,0.13250786370304568,0.020342834398651092,0.0,0.0,0.0059089594703565776
55.0,16,ANNAH S ,dress,ANNAH S - Silk blend floral dress! 16,0.0,0.0,0.1247931842582176,0.008460452784046906,0.2041409091117581,0.0,0.012889723290803696,0.010082656520750162
60.0,8-10,ANNAH S ,dress,ANNAH S - Wrap linen blend dress! 8-10,0.04543957576333572,1.3553223186606134e-05,0.01065882874452836,0.062517289954327,0.016748486963176837,0.00038746721970941056,0.0,0.06205039978075925
45.0,10-12,ANNAH S PINK ,dress,ANNAH S PINK - Ever So Smitten - Off the shoulder dress! 10-12,0.0,0.0032740725954556347,0.007533339554586341,0.10006392176843802,0.027019508926071197,0.005016424114536935,0.0068066077378343024,0.029828145622173254
75.0,16,ANNAH.S ,dress,ANNAH.S - Abstract print dress! 16,0.0,0.0,0.0,0.0,0.0,0.0,0.3626826413545077,0.0
25.0,14-16,ANNAH.S ,top,ANNAH.S - Deconstruct cami top! 14-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,10,ANNAH.S ,dress,ANNAH.S - Fringed dress! 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,8-10,ANNAH.S ,top,ANNAH.S - Mint mesh top! 8-10,0.0018322196571433982,0.0,0.0,0.24311887110741384,0.0,0.0,0.0,0.0
40.0,8-10,ANNAH.S ,dress,ANNAH.S - Multi print dress! 8-10,0.014890446792974809,0.0,0.0010967887186000478,0.06615970803564143,0.18059308246308578,0.0,0.10550406082397376,0.0
49.0,16-18,ANNAH.S ,dress,ANNAH.S - Satin cocktail dress! 16-18,0.03262351967994176,0.0,0.0,0.025722616072428657,0.16112852826605026,0.0,0.0,0.0
69.0,10,ANNAH.S ,dress,ANNAH.S - Silk blend floral dress! 10,0.0,0.0,0.12728824573302458,0.08159274352872133,0.13098037775806953,0.0,0.020710085787511885,0.0
65.0,14,ANNAH.S ,dress,ANNAH.S - Velvet flocked dress! 14,0.0,0.0,0.0,0.3048983996631703,0.02283553422532934,0.0,0.0,0.0
65.0,14,ANNAH.S ,jumpsuit,ANNAH.S - Wide leg + floral appliqué jumpsuit! 14,0.03192689595864939,0.0014551753813147926,0.004577795862076155,0.013938607284700581,0.05918121804749002,0.0,0.02282346467708893,0.0036685745812486503
39.0,12,ANNE MARDELL,top,ANNE MARDELL (NZ) - BN Mesh top! 12,0.0,0.0,0.0,0.09785224703665607,0.0,0.1927062518292561,0.0,0.0
60.0,10,ANNE MARDELL,belt,ANNE MARDELL (NZ) Cobalt print dress with belt! 10,0.0,0.0,0.0,0.12089701652021881,0.09863010396429779,0.0006835964314228631,0.07503452303543504,0.0007200080496911455
40.0,10-12,ANNE MARDELL,top,ANNE MARDELL (NZ) Textured rose top! 10-12,0.0,6.077463466503424e-05,0.11975245218339876,0.25162983405070016,0.008720566269584165,0.0,0.0,0.0
40.0,10,ANNE MARDELL,skirt,ANNE MARDELL (NZ) Textured skirt! 10,0.0,0.0,0.002904258130591515,0.22666055034368268,0.0,0.0,0.0,0.006977970582158372
39.0,12,ANNE MARDELL ,dress,ANNE MARDELL - Bias maxi dress! 12,0.015899823371432985,7.826614191859126e-05,0.0028981037486484834,0.09381153842349599,0.014335142416078394,0.033711384316842036,0.0,0.0
29.0,16,ANTHEA CRAWFORD,jacket,ANTHEA CRAWFORD (AU) Cropped evening jacket! 16,0.0014533515349414376,0.0,8.367623839050858e-05,0.05506470417101988,0.07760872702455031,0.0033823939009726095,0.0002994506043138724,0.06423063555424094
20.0,12,ANTHEA CRAWFORD,cami,ANTHEA CRAWFORD (AU) Velvet + lace cami! 12,0.0,0.0,0.008888329873145232,0.03533790916655158,0.11389827439913681,0.00458701638685166,0.0005318465896104205,0.024167386175810043
20.0,14,ANTHEA CRAWFORD,cami,ANTHEA CRAWFORD (AU) Velvet + lace cami! 14,0.0,0.0,0.00757119612937668,0.0368532777759659,0.11634950764725971,0.004482720015352131,0.0,0.02400508557510746
35.0,8-10,ANTIK BATIK ,top,ANTIK BATIK - Ruffled top! 8-10,0.0,0.0,0.0,9.247601862360643e-05,0.0,0.0016816150400492732,0.002208976770081224,0.006119883509038147
15.0,12,ANTILIA FEMME ,top,ANTILIA FEMME - Batwing colouful print top! 12,0.0,0.0,0.0,0.020259430282361404,0.004590674145035111,0.07222558201806485,0.08241819977652737,0.11656060334294886
39.0,12,ANYONE'S DAUGHTER,top,ANYONE'S DAUGHTER (NZ) Damask print top! 12,0.0,0.0,0.0,0.13117431220733347,0.0,0.0,0.25798430663343563,0.0
59.0,16,APANAGE,dress,APANAGE (GR) Linen printed dress! 16,0.0006198072245351124,0.0,0.010614845185717642,0.0,0.0,0.014245012687223878,0.0,0.022107517405372097
20.0,No size in title,Not listed in title,necklace,AQUA Bead + Charm necklace!,0.03951622125237453,0.0064869999885913245,0.0007672578839167801,0.010482063585090559,0.008647632720133651,0.0,0.0,0.0026350369381748988
145.0,14-16,AQUASCUTUM ,coat,AQUASCUTUM - Olive Wool tweed coat! 14-16,0.021148848094036173,0.014348762025639486,0.0009966141100303514,0.008726089284070223,0.08588719991336853,0.006585944258648362,0.01080671071498762,0.014798453337520367
59.0,37,ARCHE,wedges,ARCHE (FRA) Olive leather wedges! 37,0.010618378461756528,0.2734934056081755,0.0006438939964715805,0.0,0.008070988428759526,0.0,0.0029359867487563913,0.0
79.0,7,ARCHE,shoes,ARCHE (FRA) designer leather comfort shoes! 7,0.0,0.13715100795337487,0.0,0.0,0.0,0.0,0.0,0.0
20.0,10,ARIANNE,top,ARIANNE (BN) Lace cami top! 10,0.0,0.0,0.0029784987223724227,0.0,0.0,0.24770527966208364,0.0,0.0
30.0,14,ARIANNE ,top,ARIANNE - Lace detail top! 14,0.0,0.0,0.003377353932220567,0.016531062356122915,0.017454072922373685,0.008973258447390666,0.0,0.0015326503072096806
55.0,8-10,ARTISAN ,dress,ARTISAN - sheer sleeve designer dress! 8-10,0.0,0.00021935737252318008,0.0003710036057617562,0.0,0.0,0.0020978154373703364,0.0007834606566737704,0.041885649042834754
59.0,12,ARTSTYLE,dress,ARTSTYLE (NZ) Yellow paisley tunic dress! 12,0.0,0.0,0.0,0.21658195723623955,0.0,0.0,0.007183990380647773,0.0
45.0,12-14,ARTSTYLE ,dress,ARTSTYLE - Luna dress! 12-14,0.0,0.0025587100501912605,0.0,0.22513650793140336,0.0,0.0007417590051309003,0.0,0.0
50.0,No size in title,ARTSYLE,necklace,ARTSYLE (NZ) Beaten metal heart necklace!,0.0,0.0,0.0,0.11271100770438239,0.0,0.0,0.0,0.0
22.0,14,ASHLEY By Ashley Fogel ,tee,ASHLEY By Ashley Fogel - Stripe tee! 14,0.09693132664009743,0.0014592466550152738,0.0,0.07115940851544397,0.0,0.0,0.0024170967440152766,0.005780564008979743
35.0,16,ASHLEY FOGEL,blouse,"ASHLEY FOGEL (BN) ""Pleat"" blouse! 16",0.021045001328249727,0.0,0.0,0.0,0.019279516662905123,0.13610007138199162,0.0060303644859879095,0.16002015023105862
60.0,14,ASHLEY FOGEL,jacket,ASHLEY FOGEL (NZ) Crochet detail jacket! 14,0.019136201979216387,0.009512706342300177,0.0,0.1351761029370872,0.09122239498922212,0.0,0.0,0.04380758825766814
65.0,16,ASHLEY FOGEL,skirt,ASHLEY FOGEL (NZ) Floral pleat midi skirt! 16,0.0,0.0,0.00157082065940613,0.12618693384699897,0.10777339237382029,0.0,0.02165418126123708,0.0
25.0,12-14,ASHLEY FOGEL ,top,ASHLEY FOGEL - Monochrome knit top! 12-14,0.028296161738778042,0.0021211937018494067,0.00031608105983926344,0.10571981362158035,0.029708430272358914,0.0006166492208506775,0.004786644018904696,0.024116678222779252
39.0,10,ASHLEY FOGEL ,pants,ASHLEY FOGEL - Silver spotted capri pants! 10,0.0023595826169225623,0.004805462818288393,0.0,0.0003233913379058852,0.0,0.013687490069231518,0.0,0.0
32.0,10-12,ASHLEY FOGEL ,cardi,ASHLEY FOGEL - Soft crop cardi! 10-12,0.0016162960371282583,0.00016817561497284317,0.00023598105297180884,0.004074090092370965,0.0,0.006097020327543189,0.0,0.009308631799826172
17.0,14,ASHLEY FOGEL ,top,ASHLEY FOGEL - Stripe stretch top! 14,0.007124013028455394,0.0,0.0,0.06860685667621344,0.0,0.004578453666301738,0.0,0.0036562873696035377
35.0,16,ASHLEY FOGEL ,jeans,ASHLEY FOGEL - Vintage denim jeans! 16,0.0015525094387801167,0.0,0.0,0.0,0.0,0.006788836354936069,0.0,0.008577153015426064
30.0,No size in title,ASOS,clutch,ASOS (BN) Leather + fur front clutch!,0.0,0.17816941814147438,0.0,0.0,0.024014417230640357,0.1967867394150919,0.0,0.04849410030077958
19.0,6,ASOS,Legging,ASOS (PIECES) BN Funky Foxy Legging! 6,0.0,0.0,0.0,0.0,0.0,0.36482826865911144,0.0,0.0
35.0,10,ASOS ,dress,ASOS - BN Frill detail sweater dress! 10,0.029485422421335172,0.0,0.0,0.042012684583316924,0.04140368581718252,0.06181323342822193,0.0,0.005471736232267315
39.0,10,ASOS ,dress,ASOS - BN peacock vintage dress! 10,0.0,0.0,0.0,0.0,0.0,0.36482826865911144,0.0,0.0
35.0,20,ASOS ,playsuit,ASOS - Bell sleeve playsuit! 20,0.02401324523143654,0.0,0.0,0.006122966931682171,0.10560641837249746,0.0,0.0,0.08022858741952442
0.0,No size in title,ASOS ,scarf,ASOS - Chain print square scarf!,0.032026134130128274,0.002924923756960441,0.002726545513348315,0.0165756592163551,0.042208318839663916,0.019294245068073403,0.1447496850603551,0.0008206116854650751
35.0,8,ASOS ,espadrille,ASOS - Embellished pineapple espadrille! 8,0.0,0.0625069544888616,2.6155236532120943e-05,0.006650912840248761,0.02202861604099864,0.02612545589594435,0.007348085399950138,0.0
20.0,16,ASOS ,pant,ASOS - Grey wide leg pant! 16,0.034627501472922366,0.0006141068323959512,0.0,0.015525640068045675,0.04585203343595659,0.001996654317843767,0.0,0.0019453782999104973
39.0,14,ASOS ,dress,ASOS - Grid check wiggle dress! 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14,ASOS ,dress,ASOS - High neck asymmetric dress! 14,0.03543500262157197,0.00122068335939819,0.0,0.013621965490759504,0.19813414499215942,0.0,0.0,0.0
22.0,8,ASOS ,pant,ASOS - Maroon pant! 8,0.11555653017213097,0.0,0.0,0.017030712868672453,0.09843854785457407,0.0,0.0,0.0
25.0,12,ASOS ,pants,ASOS - Navy drape pants! 12,0.005096248377488786,0.0,0.0,0.004981584161184906,0.0037262461798805956,0.007068100144268983,0.0020402291747161445,0.0
29.0,12-14,ASOS ,dress,ASOS - One sleeve dress! 12-14,0.0,0.0,0.0,0.0,0.0,0.0017407476995023737,0.0018003096173810043,0.054453052738581496
19.0,12,ASOS ,skirt,ASOS - Sport luxe pencil skirt! 12,0.10587538585502138,0.0013203161579717197,0.0038769447444578884,0.057874563026681904,0.013985992244256437,0.0,0.002326344338878607,0.013185281840464518
25.0,10,ASOS ,loafers,ASOS - Tassel loafers! 10,0.011554181171226184,0.06786696037294149,0.0012642424945248285,0.0,0.03191718749021556,0.0,0.0007185101937886775,0.0
45.0,18,ASOS ,dress,ASOS - Tassel sequin shift dress! 18,0.011617326356384315,0.0,0.002374176435037071,0.0006862066087807843,0.07388909041279716,0.0058862039044584305,0.008177536667763113,0.06922664161292379
39.0,14-16,ASOS CURVE ,dress,ASOS CURVE - Cityscape print bodycon dress! 14-16,0.05103711017808515,0.0,0.0,0.13827239694590068,0.014670734521275139,0.00344286566171209,0.12467064711039152,0.0
30.0,10-12,ASSEMBLY LABEL ,dress,ASSEMBLY LABEL - Linen blend midi dress! 10-12,0.07306883961384739,0.0,0.01433909081926268,0.11059624043621931,0.0,0.0,0.0,0.019313921445771112
42.0,8-12,ASSEMBLY LABEL ,dress,ASSEMBLY LABEL - Linen blend shirt dress! 8-12,0.048827217533768376,0.0,0.011315572976254533,0.0,0.0,0.0,0.0,0.15500753496376035
30.0,10-12,ATMOS & HERE ,blazer,ATMOS & HERE - Flared sleeve blazer! 10-12,0.01896022681145476,0.003954924518923925,0.0,0.0,0.1496771863293392,0.0,0.0,0.10182837295385043
22.0,10,ATMOSPHERE ,playsuit,ATMOSPHERE - Aztec strapless playsuit! 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,10,ATMOSPHERE ,jacket,ATMOSPHERE - BN Raspberry printed jacket! 10,0.0,0.0,0.007601112093617686,0.0,0.0,0.19884058809699004,0.0,0.0
20.0,12-14,ATMOSPHERE ,cardi,ATMOSPHERE - Crop knit cardi! 12-14,0.09621840584885048,0.0,0.0,0.06485129416751785,0.0,0.0,0.0,0.09341400884081051
15.0,14,ATMOSPHERE ,top,ATMOSPHERE - Striped top! 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,12,ATTITUDE ,top,ATTITUDE - Linen blend stripe tunic top! 12,0.0,0.0,0.00648309464816005,0.0006677997536523449,0.14069208910228942,0.003032968825039148,0.002353846176388561,0.07531919892178228
49.0,14,ATTITUDE ,cardi,ATTITUDE - Merino blend cardi! 14,0.015402176830936226,0.0,0.007743531791226636,0.03304720634544573,0.0016484931853509976,0.0,0.0,0.1825949660285378
39.0,12,AUGUST,vest,AUGUST (AU) Pastel waters vest! 12,0.0,0.0,0.005912641815213973,0.00336868337458025,0.001708522681407295,0.016393263440546632,0.0,0.0
18.0,12-14,AUGUST SILK ,top,AUGUST SILK - Royal colour-block top! 12-14,0.009854530703030356,0.0,0.0,0.083855623246601,0.08295155994354804,0.0022830401252333433,0.0037559976106828555,0.0033380670824795715
16.5,12,AUGUST SILK ,top,AUGUST SILK - Studded top! 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,12,AUGUSTINE,dress,"AUGUSTINE "" Fred"" embroidered detail dress! 12",0.0,0.0,4.418628986256333e-05,0.0,0.16255350904029664,0.007313500852352698,0.003120839027608905,0.058451740646895615
49.0,6-8,AUGUSTINE,dress,"AUGUSTINE ""Butterfly Mistress"" dress! 6-8",0.0,0.0,0.003313580377876124,0.07732132186791635,0.09893349804766696,0.0,0.0,0.005190870747480946
69.0,12,AUGUSTINE,dress,"AUGUSTINE ""Carter Sargent"" dress! 12",0.10142577141660987,0.0,0.0,0.11919225874672706,0.0,0.0008490059088823629,0.0010497475735891534,0.0019303763128971484
69.0,14,AUGUSTINE,sweater,"AUGUSTINE ""Colton"" sweater! 14",0.08450945582876115,0.0011624318917413043,0.0,0.05705959928311863,0.0046299875616292304,0.002031080527042872,0.00290361435688536,0.01353713694011603
55.0,10,AUGUSTINE,singlet,"AUGUSTINE ""Devin sparkle"" singlet! 10",0.054411827194366304,0.003080314771915773,0.0,0.05141805350429799,0.054582329849220505,0.026374902836201003,0.003380021892003,0.0
75.0,12,AUGUSTINE,dress,"AUGUSTINE ""Emma Sparkle T Back"" maxi dress! 12",0.0,0.0,0.0016830437426730229,0.1395353281013314,0.046866148354960425,0.0,0.0,0.0
59.0,12,AUGUSTINE,top,"AUGUSTINE ""Gracie"" top! 12",0.01484111037711436,0.0034171397181817853,0.0012608535170133054,0.07067893902315088,0.021516647870532087,0.0,0.002061729083191658,0.08806858212590171
85.0,8-10,AUGUSTINE,dress,"AUGUSTINE ""Lipstick"" dress! 8-10",0.060305757245067905,0.000979177318424768,0.00048377292569814714,0.11009193070846192,0.012183845637119389,0.017071436926114635,0.010151510091391822,0.0029520789691122105
75.0,10,AUGUSTINE,top,"AUGUSTINE ""Mandy"" navy floral top! 10",0.10374742785408479,0.0,0.0,0.05207992457758701,0.05795593252986976,0.00510399053018206,0.01104314138844165,0.008240407498192324
40.0,8-10,AUGUSTINE,top,"AUGUSTINE ""Night owl"" top! 8-10",0.008902995361373461,0.001608495270014584,0.004484811739082961,0.051031828428561105,0.045694556855579216,0.0,0.00047586421233706346,0.09104360014768832
89.0,10-12,AUGUSTINE,dress,"AUGUSTINE ""Phoenix"" embroidered dress! 10-12",0.01273998068203893,0.0,0.0,0.08279288516839925,0.029480248135860657,0.0,0.005445508750494548,0.0011750583955434997
35.0,10,AUGUSTINE,top,"AUGUSTINE (BN) ""White heat cover up"" top! 10",0.005899819871554211,0.0,0.0,0.0,0.043563798565755533,0.1850328043214792,0.004989625674917811,0.010377140510755195
85.0,10-12,AUGUSTINE ,dress,AUGUSTINE - Colourful dress! 10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,8-10,AUGUSTINE ,dress,AUGUSTINE - Fluro floral dress! 8-10,0.007198403022039202,0.002051373059535627,0.0022857908122544597,0.00946469050803141,0.2033490638433969,0.00503393167607671,0.021782484341443836,0.0008922283534196281
40.0,8,AUGUSTINE ,dress,AUGUSTINE - Green floral dress! 8,0.0013274093462937971,0.0,0.001038625260689352,0.01597721216598852,0.13879220171768047,0.0,0.016084033107830704,0.04689493296723366
50.0,12,AUGUSTINE ,kaftan,AUGUSTINE - Ombre silk blend kaftan! 12,0.0816006704891511,0.004744023517037534,0.1948988453499393,0.0,0.08025896726074601,0.0,0.0,0.006383295383292387
45.0,16,AUGUSTINE ,top,AUGUSTINE - Pink + gold top! 16,0.10966585395007751,0.0007314446116069033,0.0011010197431677528,0.06886121378949138,0.0,0.005653759095811538,0.0022817644736576365,0.0034524135106883624
46.0,12,AUGUSTINE ,dress,AUGUSTINE - Pink sequin dress! 12,0.027267489592310356,0.0,0.001479628192625731,0.1619024453619805,0.014963041370550031,0.003580055301734109,0.0027609576424417457,0.006392744402994871
25.0,10,AUGUSTINE ,top,AUGUSTINE - Ruffle + Beaded silk top! 10,0.05354161580697798,0.010514068010479126,0.2459685322469789,0.0,0.07956546851473431,0.0,0.0,0.0
75.0,12,AUGUSTINE ,playsuit,AUGUSTINE - Sequin trim pink playsuit! 12,0.008818438462298966,0.0,0.005157262704323478,0.0,0.009357861245347276,0.013661250293734885,0.006027851969198559,0.00847050353063376
29.0,8-10,AUGUSTINE ,tunic,AUGUSTINE - Spot print tunic! 8-10,0.05561906467055434,0.0,0.0,0.03445999282571459,0.0932897459984905,0.0,0.10912894594552641,0.003334137891982623
35.0,8-10,AUGUSTINE ,top,AUGUSTINE - White lace top! 8-10,0.03113840263747914,0.003334501940857678,0.0,0.04114215503657533,0.09306384787430434,0.0,0.0,0.09559261133866846
90.0,8-10,AUGUSTINE INTERNATIONAL,dress,"AUGUSTINE INTERNATIONAL ""Fred dress maroon"" dress! 8-10",0.008617713844443285,0.0,0.001002698853693159,0.0,0.018369009819312263,0.006243869467492895,0.0,0.0
85.0,8-10,AUGUSTINE INTERNATIONAL,dress,"AUGUSTINE INTERNATIONAL ""Nuovo"" sequin dress! 8-10",0.0017817534487314295,0.0,0.0027591837475586848,0.0,0.0,0.003818327963171709,0.0,0.006816988803601982
95.0,14,AUGUSTINE INTERNATIONAL ,dress,"AUGUSTINE INTERNATIONAL - ""Playface slip tunic"" dress! 14",0.0,0.0,0.004750890794629253,0.04308074716077886,0.0,0.0019200197883438947,0.007527457694055719,0.0
